Source,Target
714460680,753941427290312704
714460680,135464815
714460680,347859545
714460680,100067629
714460680,102027912
714460680,482382649
714460680,491445246
714460680,301411796
714460680,1395155551
714460680,3236693589
714460680,1053339745
714460680,1206059172
714460680,432381959
714460680,1111963713748258816
714460680,182307309
714460680,4440011897
714460680,992715409
714460680,921648103
714460680,86962933
714460680,731615538619764736
714460680,296752929
714460680,1089492796359217153
714460680,188669876
714460680,580145244
714460680,1689323522
714460680,784407772393865217
714460680,246795139
714460680,46247496
714460680,614198549
714460680,2466096223
714460680,526859827
575511539,573445160
575511539,1413886358
575511539,18197477
575511539,260171666
3008574778,2166781218
3008574778,144804999
3008574778,3061785515
3008574778,5695462
3008574778,3084599002
3008574778,188669876
3008574778,1701529208
3008574778,977575233682116609
3008574778,293963889
60863817,863117566763573248
60863817,1745979685
60863817,37061503
60863817,1024987767598718976
60863817,400037016
60863817,102027912
60863817,18197477
60863817,510071832
60863817,215055315
60863817,913182800022577154
60863817,1371661483
60863817,1021028224770498563
60863817,296752929
60863817,188669876
60863817,142633802
60863817,784407772393865217
60863817,271870111
60863817,725214703081934849
60863817,860091357100216320
60863817,1256575698073989123
60863817,296701451
60863817,293963889
60863817,830765147803308033
846333182,3952123887
846333182,62963
846333182,188669876
846333182,151806745
846333182,3239033147
2148969043,2361339019
2148969043,2758666420
2148969043,1237414393601757184
2148969043,144804999
1021028224770498563,235346355
1021028224770498563,296197591
1021028224770498563,3682802482
1021028224770498563,305219298
1021028224770498563,314798867
1021028224770498563,2674921
1021028224770498563,830765147803308033
1021028224770498563,3239033147
1021028224770498563,527633518
1021028224770498563,102027912
1021028224770498563,3010529230
1021028224770498563,1352765612
1021028224770498563,5695462
1021028224770498563,3952123887
1021028224770498563,62963
1021028224770498563,188669876
1021028224770498563,2192073980
1021028224770498563,784407772393865217
1021028224770498563,1550627180
1021028224770498563,308356893
1021028224770498563,337715207
240836165,3052960894
240836165,1205001530
240836165,3682802482
240836165,1013731572007260162
240836165,3143096086
240836165,102930571
240836165,925328389283766272
240836165,226338897
240836165,3003134284
240836165,144804999
240836165,998831507778220032
240836165,510071832
240836165,8087392
240836165,2182034635
240836165,208038261
240836165,1560101954
240836165,3086474291
240836165,78841292
240836165,151806745
240836165,1064155194
240836165,2312350291
240836165,986187455912136704
240836165,841974223455281153
240836165,4440011897
240836165,964932269659033600
240836165,478510248
240836165,856447539066933248
240836165,243144383
240836165,3065983912
240836165,2354591678
240836165,313139818
240836165,188669876
240836165,189146164
240836165,145990349
240836165,949476402
240836165,2204697338
240836165,2989333690
240836165,2857319315
240836165,113021258
240836165,15658321
240836165,783365013297852416
240836165,963661153720299521
240836165,725214703081934849
240836165,3298970027
240836165,2843621296
240836165,291827097
240836165,2325359208
240836165,266508103
240836165,293963889
314680621,222099372
314680621,1092853065659621376
314680621,144804999
314680621,190259545
314680621,2389057202
314680621,1413886358
314680621,804206450
314680621,2311675718
314680621,2822709033
1074742662941601792,15658321
1074742662941601792,144804999
1074742662941601792,3825053357
1074742662941601792,207533067
1074742662941601792,2843621296
1074742662941601792,3143096086
1074742662941601792,189146164
1074742662941601792,1064155194
1074742662941601792,1427460212
453607313,3052960894
453607313,472186025
453607313,4534771600
453607313,802196724823506944
453607313,3148542527
453607313,1530194882
453607313,925328389283766272
453607313,583780293
453607313,314458683
453607313,518316034
453607313,1068113882101747719
453607313,144804999
453607313,573445160
453607313,1413886358
453607313,4806660015
453607313,391549894
453607313,2831601615
453607313,223865426
453607313,1175796585554427904
453607313,455863154
453607313,4440011897
453607313,274923536
453607313,1354748228
453607313,62963
453607313,228283189
453607313,2912279032
453607313,803356460788944896
453607313,783365013297852416
453607313,963661153720299521
453607313,246795139
453607313,729406845186658304
453607313,1092464624736325633
453607313,885148590309552128
453607313,3061785515
453607313,2558656627
453607313,266508103
453607313,1002942967299133440
38684576,1013731572007260162
38684576,144804999
978179352608280576,784407772393865217
978179352608280576,102027912
978179352608280576,34581464
978179352608280576,725214703081934849
978179352608280576,296752929
978179352608280576,621066604
978179352608280576,293963889
68829986,3052960894
68829986,472186025
68829986,1522901911
68829986,3682802482
68829986,84070887
68829986,4534771600
68829986,1013731572007260162
68829986,33173981
68829986,3143096086
68829986,824380117304668162
68829986,1530194882
68829986,71510899
68829986,583780293
68829986,1246165307045171201
68829986,2382124921
68829986,1481902092
68829986,144804999
68829986,998831507778220032
68829986,510071832
68829986,8087392
68829986,804206450
68829986,1413886358
68829986,988582586
68829986,78841292
68829986,4806660015
68829986,3086474291
68829986,391549894
68829986,208038261
68829986,223865426
68829986,834966943
68829986,835895680828866561
68829986,1064155194
68829986,2312350291
68829986,870994240905543680
68829986,3952123887
68829986,145216568
68829986,4440011897
68829986,478510248
68829986,891651052126302208
68829986,856447539066933248
68829986,62963
68829986,2354591678
68829986,313139818
68829986,228283189
68829986,488797368
68829986,145990349
68829986,189146164
68829986,481033240
68829986,798423207736967168
68829986,2989333690
68829986,90661080
68829986,2827155814
68829986,2912279032
68829986,784026431869296640
68829986,2822709033
68829986,805364138780356609
68829986,113021258
68829986,783365013297852416
68829986,294101019
68829986,15658321
68829986,2857319315
68829986,190259545
68829986,3031473537
68829986,3298970027
68829986,151214860
68829986,2843621296
68829986,828863719434235904
68829986,2325359208
68829986,266508103
68829986,597465263
68829986,180786459
68829986,122056967
855105762653339648,1205001530
855105762653339648,2802090577
855105762653339648,1522901911
855105762653339648,312914921
855105762653339648,3682802482
855105762653339648,1240591329052299266
855105762653339648,3143096086
855105762653339648,824380117304668162
855105762653339648,831876370598854657
855105762653339648,99913091
855105762653339648,583780293
855105762653339648,144804999
855105762653339648,510071832
855105762653339648,2182034635
855105762653339648,1232949311702519809
855105762653339648,3086474291
855105762653339648,151806745
855105762653339648,4440011897
855105762653339648,478510248
855105762653339648,856447539066933248
855105762653339648,296752929
855105762653339648,2354591678
855105762653339648,313139818
855105762653339648,188669876
855105762653339648,246751440
855105762653339648,189146164
855105762653339648,949476402
855105762653339648,2857319315
855105762653339648,783365013297852416
855105762653339648,246795139
855105762653339648,2843621296
855105762653339648,828863719434235904
855105762653339648,2325359208
855105762653339648,291827097
855105762653339648,1427460212
320964836,1205001530
320964836,1522901911
320964836,834010392733089792
320964836,2254022509
320964836,802196724823506944
320964836,74132567
320964836,3143096086
320964836,2231373823
320964836,583780293
320964836,144804999
320964836,510071832
320964836,804206450
320964836,208038261
320964836,3086474291
320964836,151806745
320964836,432381959
320964836,1966455439
320964836,1083588920
320964836,4440011897
320964836,3065983912
320964836,228283189
320964836,2354591678
320964836,708750288
320964836,481033240
320964836,2912279032
320964836,2989333690
320964836,225919286
320964836,2857319315
320964836,113021258
320964836,783365013297852416
320964836,246795139
320964836,329160882
320964836,151214860
320964836,2843621296
320964836,198921283
320964836,291827097
320964836,266508103
320964836,597465263
320964836,198467660
320964836,227630008
320964836,293963889
320964836,1148706251435642881
1075148985495629824,1205001530
1075148985495629824,1013864360
1075148985495629824,1096795431676317696
1075148985495629824,219698914
1075148985495629824,774975316930461696
1075148985495629824,783584842277609472
1075148985495629824,944287646
1075148985495629824,135464815
1075148985495629824,3388665549
1075148985495629824,1023868982879834113
1075148985495629824,2541891186
1075148985495629824,904517708
1075148985495629824,2182034635
1075148985495629824,3938245335
1075148985495629824,5695462
1075148985495629824,1053339745
1075148985495629824,2998056953
1075148985495629824,3288647722
1075148985495629824,1230143293234778112
1075148985495629824,1392997866
1075148985495629824,182307309
1075148985495629824,1563903493
1075148985495629824,287820925
1075148985495629824,992715409
1075148985495629824,296752929
1075148985495629824,2600861787
1075148985495629824,228283189
1075148985495629824,1361390138
1075148985495629824,607359708
1075148985495629824,4747929165
1075148985495629824,2166781218
1075148985495629824,299819538
1075148985495629824,246795139
1075148985495629824,259267587
1075148985495629824,597735440
622159933,4440011897
622159933,18197477
622159933,144804999
622159933,3682802482
622159933,2912279032
622159933,4806660015
622159933,2354591678
622159933,145990349
622159933,245938638
622159933,293963889
622159933,2857319315
804705614,429303968
804705614,342963301
804705614,144804999
804705614,774975316930461696
1530194882,3052960894
1530194882,472186025
1530194882,1248366182
1530194882,84070887
1530194882,2254022509
1530194882,4534771600
1530194882,1013731572007260162
1530194882,802196724823506944
1530194882,3143096086
1530194882,569847849
1530194882,2485202221
1530194882,487429091
1530194882,144804999
1530194882,1136909531995394048
1530194882,1413886358
1530194882,8087392
1530194882,804206450
1530194882,2182034635
1530194882,78841292
1530194882,4806660015
1530194882,391549894
1530194882,432381959
1530194882,223865426
1530194882,834966943
1530194882,455863154
1530194882,4895464060
1530194882,4440011897
1530194882,145216568
1530194882,1354748228
1530194882,1002942967299133440
1530194882,2354591678
1530194882,228283189
1530194882,488797368
1530194882,313139818
1530194882,4492539453
1530194882,145990349
1530194882,2912279032
1530194882,2989333690
1530194882,90661080
1530194882,203618755
1530194882,2857319315
1530194882,2822709033
1530194882,15658321
1530194882,113021258
1530194882,1226041826760634368
1530194882,3031473537
1530194882,885148590309552128
1530194882,453607313
1530194882,151214860
1530194882,2843621296
1530194882,828863719434235904
1530194882,2586152340
1530194882,597465263
1530194882,729406845186658304
1530194882,16948836
876094597985951744,783234257816805376
876094597985951744,3052960894
876094597985951744,1522901911
876094597985951744,3682802482
876094597985951744,84070887
876094597985951744,783584842277609472
876094597985951744,3239033147
876094597985951744,583780293
876094597985951744,144804999
876094597985951744,1413886358
876094597985951744,804206450
876094597985951744,20042381
876094597985951744,151806745
876094597985951744,808658773
876094597985951744,835895680828866561
876094597985951744,224710971
876094597985951744,3346368821
876094597985951744,4440011897
876094597985951744,972090767165542401
876094597985951744,4847178760
876094597985951744,488797368
876094597985951744,188669876
876094597985951744,145990349
876094597985951744,141120368
876094597985951744,218790418
876094597985951744,798423207736967168
876094597985951744,90661080
876094597985951744,784026431869296640
876094597985951744,822381526134308864
876094597985951744,294101019
876094597985951744,2857319315
876094597985951744,784407772393865217
876094597985951744,755190012
876094597985951744,953555663682228224
876094597985951744,2528079138
876094597985951744,794593414763450368
876094597985951744,4897204209
876094597985951744,729406845186658304
4260122187,144804999
4260122187,296752929
1404729440,1068113882101747719
1404729440,143871299
3064779449,783234257816805376
3064779449,296197591
3064779449,4119636353
3064779449,320931942
3064779449,783584842277609472
3064779449,2674921
3064779449,330000429
3064779449,2966881642
3064779449,3010529230
3064779449,862771220
3064779449,719075593
3064779449,1352765612
3064779449,860073337900421120
3064779449,151806745
3064779449,47927725
3064779449,194202005
3064779449,3128972751
3064779449,3952123887
3064779449,799643836788146180
3064779449,424394893
3064779449,151993587
3064779449,974852503
3064779449,953555663682228224
3064779449,794593414763450368
3064779449,2625278321
3064779449,38049355
939529488,144804999
939529488,3682802482
939529488,1413886358
939529488,510071832
939529488,804206450
939529488,2822709033
939529488,2354591678
939529488,488797368
939529488,145990349
939529488,90661080
939529488,293963889
939529488,583780293
173518359,3128972751
173518359,1352765612
173518359,188669876
173518359,2674921
173518359,347954725
469159248,296197591
469159248,1068113882101747719
469159248,246795139
469159248,2674921
469159248,799643836788146180
539879851,296197591
539879851,473833935
539879851,4119636353
539879851,2674921
539879851,3010529230
539879851,801129561413062656
539879851,144804999
539879851,8087392
539879851,1352765612
539879851,78841292
539879851,988582586
539879851,151806745
539879851,47927725
539879851,3128972751
539879851,429303968
539879851,62963
539879851,799643836788146180
539879851,301593427
539879851,882216498
539879851,14857238
539879851,2644025974
539879851,860091357100216320
742393003,412569223
742393003,1070798593
742393003,738615896
742393003,285565123
742393003,274651175
742393003,293399583
742393003,527633518
742393003,112506280
742393003,222099372
742393003,18197477
742393003,2571511
742393003,215055315
742393003,367958201
742393003,2299665823
742393003,83910635
742393003,154075585
742393003,2311675718
742393003,225390574
742393003,556434201
742393003,114889621
742393003,15253913
742393003,765827768
742393003,227635372
742393003,308356893
838769908712423426,144804999
838769908712423426,296752929
1064210129464238080,473833935
1064210129464238080,2507509200
1064210129464238080,3236693589
1064210129464238080,953555663682228224
1064210129464238080,40494849
1064210129464238080,296752929
1064210129464238080,2674921
1064210129464238080,3388665549
3080209305,235346355
3080209305,783234257816805376
3080209305,812641233092902912
3080209305,4119636353
3080209305,296197591
3080209305,540739844
3080209305,40494849
3080209305,320931942
3080209305,2742299641
3080209305,783584842277609472
3080209305,33173981
3080209305,2674921
3080209305,944287646
3080209305,727165104287059968
3080209305,3239033147
3080209305,97769632
3080209305,400037016
3080209305,330000429
3080209305,337715207
3080209305,102027912
3080209305,3010529230
3080209305,976100135762563073
3080209305,3825053357
3080209305,1352765612
3080209305,78841292
3080209305,5695462
3080209305,988582586
3080209305,1966455439
3080209305,782162903952678913
3080209305,293963889
3080209305,3346368821
3080209305,3017664915
3080209305,182307309
3080209305,311642543
3080209305,3128972751
3080209305,3952123887
3080209305,429303968
3080209305,145609779
3080209305,856447539066933248
3080209305,932531979052044289
3080209305,62963
3080209305,296752929
3080209305,1057204340442755072
3080209305,2354591678
3080209305,260171666
3080209305,188669876
3080209305,580145244
3080209305,2408830485
3080209305,799643836788146180
3080209305,1004279869
3080209305,3216089049
3080209305,2912279032
3080209305,941627709393965056
3080209305,937969908306063360
3080209305,974852503
3080209305,784407772393865217
3080209305,144119931
3080209305,1226041826760634368
3080209305,320788681
3080209305,953555663682228224
3080209305,882216498
3080209305,2528079138
3080209305,794593414763450368
3080209305,107696329
3080209305,860091357100216320
3080209305,2625278321
3080209305,300195350
3080209305,2887804486
3080209305,330565692
3080209305,38049355
3080209305,830765147803308033
1068113882101747719,3010529230
1068113882101747719,4119636353
1068113882101747719,4440011897
1068113882101747719,799643836788146180
1068113882101747719,144804999
1068113882101747719,953555663682228224
1068113882101747719,40494849
1068113882101747719,320931942
1068113882101747719,314798867
1068113882101747719,783584842277609472
1068113882101747719,296752929
1068113882101747719,188669876
1068113882101747719,2674921
1068113882101747719,191379610
1068113882101747719,580145244
1068113882101747719,1966455439
2417269134,235346355
2417269134,4119636353
2417269134,1522901911
2417269134,312914921
2417269134,3682802482
2417269134,4534771600
2417269134,1013731572007260162
2417269134,1259835158
2417269134,33173981
2417269134,780764516741099521
2417269134,3010529230
2417269134,144804999
2417269134,998831507778220032
2417269134,510071832
2417269134,1352765612
2417269134,3086474291
2417269134,78841292
2417269134,151806745
2417269134,282665357
2417269134,993844109063442438
2417269134,1016996015784775682
2417269134,3017664915
2417269134,429303968
2417269134,856447539066933248
2417269134,188669876
2417269134,799643836788146180
2417269134,140566839
2417269134,941627709393965056
2417269134,974852503
2417269134,953555663682228224
2417269134,882216498
2417269134,794593414763450368
2417269134,293963889
3047890601,151806745
3047890601,246795139
3047890601,1135989761250930690
1066233647202803713,1050722149634400256
1066233647202803713,1205001530
1066233647202803713,1522901911
1066233647202803713,3682802482
1066233647202803713,1013731572007260162
1066233647202803713,18718444
1066233647202803713,865151183232667648
1066233647202803713,783584842277609472
1066233647202803713,3143096086
1066233647202803713,33173981
1066233647202803713,958262726291226624
1066233647202803713,277636938
1066233647202803713,1070565973
1066233647202803713,135464815
1066233647202803713,3239033147
1066233647202803713,32650587
1066233647202803713,527633518
1066233647202803713,71510899
1066233647202803713,124252136
1066233647202803713,219404417
1066233647202803713,583780293
1066233647202803713,222099372
1066233647202803713,3104203540
1066233647202803713,102027912
1066233647202803713,1068113882101747719
1066233647202803713,144804999
1066233647202803713,301411796
1066233647202803713,998831507778220032
1066233647202803713,510071832
1066233647202803713,913182800022577154
1066233647202803713,573445160
1066233647202803713,804206450
1066233647202803713,1352765612
1066233647202803713,3086474291
1066233647202803713,1413886358
1066233647202803713,151806745
1066233647202803713,1966455439
1066233647202803713,3346368821
1066233647202803713,904122409
1066233647202803713,1931306948
1066233647202803713,182307309
1066233647202803713,3952123887
1066233647202803713,841974223455281153
1066233647202803713,4440011897
1066233647202803713,141720522
1066233647202803713,1371661483
1066233647202803713,856447539066933248
1066233647202803713,911240198591336448
1066233647202803713,260171666
1066233647202803713,296752929
1066233647202803713,1057204340442755072
1066233647202803713,2354591678
1066233647202803713,478510248
1066233647202803713,188669876
1066233647202803713,191379610
1066233647202803713,145990349
1066233647202803713,3151634639
1066233647202803713,2311675718
1066233647202803713,799643836788146180
1066233647202803713,1025532081726783490
1066233647202803713,3351655072
1066233647202803713,784026431869296640
1066233647202803713,294101019
1066233647202803713,784407772393865217
1066233647202803713,783365013297852416
1066233647202803713,22669691
1066233647202803713,271870111
1066233647202803713,2857319315
1066233647202803713,953555663682228224
1066233647202803713,2843621296
1066233647202803713,1099963638041976832
1066233647202803713,296701451
1066233647202803713,122056967
1066233647202803713,293963889
1477501339,400037016
1477501339,271870111
1477501339,3080209305
1477501339,4119636353
1477501339,144804999
1477501339,1167123710903562240
1477501339,2976045035
1477501339,1371661483
1477501339,2843621296
1477501339,296752929
1477501339,783584842277609472
1477501339,188669876
1477501339,151806745
1477501339,3239033147
1477501339,22669691
3642512062,246795139
3642512062,144804999
3642512062,968205060
3642512062,953555663682228224
3642512062,3682802482
3642512062,296752929
3642512062,291827097
3642512062,188669876
1061958944862683137,549527114
1061958944862683137,1424737872
1061958944862683137,1068113882101747719
1061958944862683137,144804999
1061958944862683137,998831507778220032
1061958944862683137,1413886358
1061958944862683137,20565294
1061958944862683137,783584842277609472
1061958944862683137,151806745
1061958944862683137,190787495
1061958944862683137,4897204209
1061958944862683137,3239033147
523194347,117553099
523194347,849142297
523194347,934365701888008193
523194347,1006493956325216256
523194347,112506280
523194347,420985087
523194347,144804999
523194347,1230425946534170624
523194347,5695462
523194347,224710971
523194347,791217034357051392
523194347,1214482041267531776
523194347,62963
523194347,776083700748578816
523194347,188669876
523194347,65710711
523194347,191379610
523194347,218790418
523194347,294101019
523194347,749563579104395264
523194347,215696372
523194347,207473088
523194347,246795139
523194347,16948836
523194347,10737182
523194347,227635372
523194347,6446432
523194347,330565692
523194347,617120799
523194347,890224473399578624
3128972751,296197591
3128972751,320931942
3128972751,2674921
3128972751,97769632
3128972751,102027912
3128972751,3010529230
3128972751,3080209305
3128972751,1068113882101747719
3128972751,1006302601049182208
3128972751,1352765612
3128972751,47927725
3128972751,1171482015641718788
3128972751,429303968
3128972751,3064779449
3128972751,62963
3128972751,188669876
3128972751,799643836788146180
3128972751,784407772393865217
3128972751,271870111
3128972751,1238812293045063680
3128972751,967180613781544960
3128972751,539879851
3128972751,337715207
785482899407732737,839562180232101888
785482899407732737,1522901911
785482899407732737,144804999
785482899407732737,1136909531995394048
785482899407732737,998831507778220032
785482899407732737,1413886358
785482899407732737,4897204209
785482899407732737,180786459
785482899407732737,729406845186658304
4119636353,235346355
4119636353,540739844
4119636353,320931942
4119636353,76937295
4119636353,944287646
4119636353,97769632
4119636353,3010529230
4119636353,3080209305
4119636353,998831507778220032
4119636353,573445160
4119636353,1352765612
4119636353,78841292
4119636353,151806745
4119636353,473067456
4119636353,1196129075049439232
4119636353,904122409
4119636353,1171482015641718788
4119636353,429303968
4119636353,62963
4119636353,1057204340442755072
4119636353,188669876
4119636353,580145244
4119636353,2408830485
4119636353,799643836788146180
4119636353,974852503
4119636353,953555663682228224
4119636353,882216498
4119636353,2887804486
4119636353,38049355
6407002,784407772393865217
6407002,3010529230
6407002,2674921
6407002,1352765612
1064436539705446400,755190012
1064436539705446400,144804999
1064436539705446400,930364182771503104
1064436539705446400,1011876784340717568
1064436539705446400,934365701888008193
4847178760,783234257816805376
4847178760,783584842277609472
4847178760,944287646
4847178760,32650587
4847178760,3239033147
4847178760,102027912
4847178760,1068113882101747719
4847178760,215055315
4847178760,5695462
4847178760,1966455439
4847178760,3017664915
4847178760,3346368821
4847178760,182307309
4847178760,1371661483
4847178760,911240198591336448
4847178760,62963
4847178760,1089492796359217153
4847178760,483382813
4847178760,188669876
4847178760,799643836788146180
4847178760,2204697338
4847178760,1004279869
4847178760,347954725
4847178760,294101019
4847178760,784407772393865217
4847178760,206096159
4847178760,755190012
4847178760,271870111
4847178760,953555663682228224
4847178760,2528079138
4847178760,2283337740
4847178760,860091357100216320
4847178760,1099963638041976832
4847178760,300195350
4847178760,293963889
3144937845,1205001530
3144937845,1105200358379438082
3144937845,178719887
3144937845,774975316930461696
3144937845,703306810967638016
3144937845,102027912
3144937845,1038380650116603904
3144937845,1584101436
3144937845,144804999
3144937845,1206059172
3144937845,3084599002
3144937845,977575233682116609
3144937845,1702267038
3144937845,308391259
3144937845,287820925
3144937845,296752929
3144937845,1225267062
3144937845,1075148985495629824
3144937845,367792018
3144937845,294101019
3144937845,15658321
3144937845,2166781218
3144937845,784407772393865217
3144937845,551202761
3144937845,725214703081934849
3144937845,2843621296
3144937845,794593414763450368
3144937845,291827097
3144937845,1701529208
3144937845,308356893
3144937845,326709103
3144937845,293963889
1248272298,188669876
1248272298,62963
368901505,1522901911
368901505,964932269659033600
368901505,998831507778220032
368901505,725214703081934849
368901505,296752929
368901505,580145244
368901505,293963889
317892907,1205001530
317892907,2254022509
317892907,834010392733089792
317892907,1013731572007260162
317892907,1196179965278117888
317892907,3143096086
317892907,703306810967638016
317892907,772917310080290816
317892907,347859545
317892907,261211197
317892907,102027912
317892907,3003134284
317892907,144804999
317892907,1481902092
317892907,3825053357
317892907,998831507778220032
317892907,510071832
317892907,864160402258747392
317892907,2571511
317892907,251149713
317892907,2182034635
317892907,3086474291
317892907,2796046803
317892907,835895680828866561
317892907,2312350291
317892907,905485960133177344
317892907,308391259
317892907,1083588920
317892907,986187455912136704
317892907,4440011897
317892907,303888496
317892907,872056952725090304
317892907,478510248
317892907,891651052126302208
317892907,856447539066933248
317892907,296752929
317892907,2354591678
317892907,188669876
317892907,2989333690
317892907,225919286
317892907,15658321
317892907,784407772393865217
317892907,783365013297852416
317892907,329160882
317892907,725214703081934849
317892907,2843621296
317892907,291827097
317892907,981588212484313088
317892907,4897204209
317892907,293963889
120598399,1205001530
120598399,2802090577
120598399,312914921
120598399,3682802482
120598399,1013731572007260162
120598399,33173981
120598399,3143096086
120598399,99913091
120598399,583780293
120598399,272662396
120598399,862771220
120598399,144804999
120598399,510071832
120598399,509160004
120598399,2182034635
120598399,3086474291
120598399,151806745
120598399,1083588920
120598399,4440011897
120598399,478510248
120598399,856447539066933248
120598399,313139818
120598399,188669876
120598399,145990349
120598399,189146164
120598399,2989333690
120598399,225919286
120598399,2857319315
120598399,22669691
120598399,783365013297852416
120598399,291827097
120598399,2325359208
120598399,122056967
120598399,293963889
780764516741099521,3052960894
780764516741099521,1522901911
780764516741099521,188853424
780764516741099521,40494849
780764516741099521,783584842277609472
780764516741099521,944287646
780764516741099521,3239033147
780764516741099521,527633518
780764516741099521,884374090596962305
780764516741099521,583780293
780764516741099521,102027912
780764516741099521,144804999
780764516741099521,998831507778220032
780764516741099521,573445160
780764516741099521,804206450
780764516741099521,1413886358
780764516741099521,1215613665535315968
780764516741099521,1016996015784775682
780764516741099521,1966455439
780764516741099521,839478213881511938
780764516741099521,876020253947572229
780764516741099521,3346368821
780764516741099521,182307309
780764516741099521,3952123887
780764516741099521,4440011897
780764516741099521,183706311
780764516741099521,911240198591336448
780764516741099521,260171666
780764516741099521,296752929
780764516741099521,228283189
780764516741099521,62963
780764516741099521,488797368
780764516741099521,188669876
780764516741099521,145990349
780764516741099521,2354591678
780764516741099521,580145244
780764516741099521,2912279032
780764516741099521,1524221749
780764516741099521,2827155814
780764516741099521,2335580467
780764516741099521,2989333690
780764516741099521,2857319315
780764516741099521,2822709033
780764516741099521,784407772393865217
780764516741099521,246795139
780764516741099521,4201898854
780764516741099521,953555663682228224
780764516741099521,2528079138
780764516741099521,2843621296
780764516741099521,13015762
780764516741099521,794593414763450368
780764516741099521,729406845186658304
780764516741099521,293963889
780764516741099521,337715207
551202761,518635604
551202761,1522901911
551202761,219698914
551202761,422583678
551202761,178719887
551202761,1013731572007260162
551202761,1114648147677073411
551202761,703306810967638016
551202761,3239033147
551202761,1038380650116603904
551202761,1584101436
551202761,3086474291
551202761,3084599002
551202761,1901133901
551202761,977575233682116609
551202761,1702267038
551202761,182307309
551202761,3144937845
551202761,287820925
551202761,964932269659033600
551202761,296752929
551202761,188669876
551202761,367792018
551202761,2166781218
551202761,725214703081934849
551202761,1167123710903562240
551202761,291827097
551202761,1701529208
551202761,308356893
551202761,326709103
551202761,293963889
1038380650116603904,2166781218
1038380650116603904,3144937845
1038380650116603904,1205001530
1038380650116603904,4885956244
1038380650116603904,144804999
1038380650116603904,3236693589
1038380650116603904,725214703081934849
1038380650116603904,551202761
1038380650116603904,296752929
1038380650116603904,1064254880
1038380650116603904,5695462
1038380650116603904,2596406054
1038380650116603904,4136686581
1038380650116603904,1701529208
1038380650116603904,977575233682116609
1038380650116603904,118748532
1038380650116603904,1702267038
487711972,784407772393865217
487711972,4440011897
487711972,841974223455281153
487711972,241612740
487711972,1522901911
487711972,144804999
487711972,963661153720299521
487711972,964932269659033600
487711972,911240198591336448
487711972,296752929
487711972,794593414763450368
487711972,3084599002
487711972,580145244
487711972,218790418
487711972,217814483
487711972,3239033147
487711972,293963889
303545265,89529033
303545265,246795139
303545265,183706311
303545265,2571511
303545265,62963
303545265,15839270
303545265,250582141
303545265,225919286
791443263265923072,194202005
791443263265923072,251149713
791443263265923072,188669876
791443263265923072,4201898854
718762339,188669876
718762339,272073079
718762339,296752929
834420498410962944,62963
834420498410962944,296752929
834420498410962944,188669876
834420498410962944,703306810967638016
834420498410962944,1023864904334405632
880351590825295872,294101019
880351590825295872,1068113882101747719
880351590825295872,144804999
880351590825295872,1106128535855529985
880351590825295872,429303968
880351590825295872,510071832
880351590825295872,1166818465
880351590825295872,774975316930461696
880351590825295872,828863719434235904
880351590825295872,151806745
880351590825295872,900408228
880351590825295872,1524221749
880351590825295872,1392997866
880351590825295872,293963889
880351590825295872,784026431869296640
151993587,3052960894
151993587,1205001530
151993587,3682802482
151993587,802196724823506944
151993587,808975919109074944
151993587,855116094931075074
151993587,1039776878
151993587,2966881642
151993587,144804999
151993587,251149713
151993587,719075593
151993587,998831507778220032
151993587,1413886358
151993587,804206450
151993587,1341543278
151993587,151806745
151993587,194202005
151993587,4895464060
151993587,4440011897
151993587,303888496
151993587,266779065
151993587,2363695811
151993587,999369957686333441
151993587,3064779449
151993587,478510248
151993587,3065983912
151993587,296752929
151993587,2354591678
151993587,145990349
151993587,189146164
151993587,87695639
151993587,798423207736967168
151993587,2912279032
151993587,783365013297852416
151993587,329160882
151993587,725214703081934849
151993587,2843621296
151993587,243395803
151993587,293963889
1050722149634400256,1522901911
1050722149634400256,1105200358379438082
1050722149634400256,178719887
1050722149634400256,1013731572007260162
1050722149634400256,1240591329052299266
1050722149634400256,1123137583507177473
1050722149634400256,3143096086
1050722149634400256,824380117304668162
1050722149634400256,102930571
1050722149634400256,934365701888008193
1050722149634400256,135464815
1050722149634400256,3239033147
1050722149634400256,527633518
1050722149634400256,772917310080290816
1050722149634400256,1023868982879834113
1050722149634400256,352326367
1050722149634400256,725445697382809600
1050722149634400256,102027912
1050722149634400256,3010529230
1050722149634400256,1068113882101747719
1050722149634400256,144804999
1050722149634400256,998831507778220032
1050722149634400256,510071832
1050722149634400256,8087392
1050722149634400256,860073337900421120
1050722149634400256,3086474291
1050722149634400256,5695462
1050722149634400256,3084599002
1050722149634400256,3952123887
1050722149634400256,841974223455281153
1050722149634400256,4440011897
1050722149634400256,791217034357051392
1050722149634400256,856447539066933248
1050722149634400256,471295032
1050722149634400256,932531979052044289
1050722149634400256,911240198591336448
1050722149634400256,2354591678
1050722149634400256,188669876
1050722149634400256,3151634639
1050722149634400256,3099022337
1050722149634400256,373614015
1050722149634400256,580145244
1050722149634400256,799643836788146180
1050722149634400256,171020969
1050722149634400256,784026431869296640
1050722149634400256,2857319315
1050722149634400256,294101019
1050722149634400256,784407772393865217
1050722149634400256,246795139
1050722149634400256,953555663682228224
1050722149634400256,255043257
1050722149634400256,3298970027
1050722149634400256,151214860
