Source,Target
1336432876905246722,702141238661791744
253161020,3151634639
253161020,2951652963
253161020,274923536
253161020,240836165
253161020,102930571
253161020,266508103
253161020,3143096086
253161020,2325359208
253161020,783365013297852416
253161020,4440011897
253161020,1006493956325216256
253161020,911240198591336448
253161020,2182034635
253161020,828863719434235904
253161020,180786459
253161020,228283189
253161020,68829986
253161020,597465263
253161020,2382124921
253161020,113021258
253161020,198921283
253161020,1418153141439279106
253161020,4806660015
253161020,2989333690
253161020,208038261
253161020,1427460212
253161020,2857319315
253161020,1083588920
253161020,3086474291
253161020,5695462
253161020,188669876
253161020,8087392
253161020,1232949311702519809
253161020,90661080
253161020,313139818
253161020,555919824
253161020,3682802482
253161020,144804999
253161020,481033240
253161020,2312350291
253161020,725214703081934849
253161020,856447539066933248
253161020,1966455439
253161020,291827097
253161020,3247622105
253161020,307310339
253161020,391549894
253161020,2354591678
253161020,151214860
253161020,145216568
253161020,1215613665535315968
253161020,2912279032
253161020,243144383
253161020,1294703762
253161020,2843621296
253161020,15658321
253161020,2204697338
253161020,1013731572007260162
1057204340442755072,3216089049
1057204340442755072,540739844
1057204340442755072,794593414763450368
1057204340442755072,2408830485
1057204340442755072,3080209305
1057204340442755072,573445160
1057204340442755072,783584842277609472
1057204340442755072,953555663682228224
1057204340442755072,4119636353
1057204340442755072,1413886358
1057204340442755072,260171666
1057204340442755072,429303968
1057204340442755072,3010529230
1057204340442755072,782162903952678913
1057204340442755072,944287646
1057204340442755072,71510899
1057204340442755072,90661080
1057204340442755072,904122409
1057204340442755072,3017664915
1057204340442755072,78841292
1057204340442755072,300195350
1057204340442755072,799643836788146180
1057204340442755072,2822709033
1057204340442755072,2912279032
1057204340442755072,783234257816805376
224686432,296701451
224686432,3239033147
224686432,215055315
224686432,142633802
224686432,2311675718
224686432,632042730
224686432,3952123887
224686432,1070798593
224686432,953555663682228224
224686432,182307309
224686432,860091357100216320
224686432,2674921
224686432,429303968
224686432,1218483490695655434
224686432,784407772393865217
224686432,399692381
224686432,40494849
224686432,830765147803308033
224686432,222800006
224686432,222099372
224686432,90661080
224686432,1371661483
224686432,913182800022577154
224686432,271870111
224686432,277636938
224686432,102027912
224686432,2389057202
1456586641586507778,1167123710903562240
1456586641586507778,296701451
1456586641586507778,3239033147
1456586641586507778,860091357100216320
1456586641586507778,144804999
1456586641586507778,3080209305
1456586641586507778,1371661483
1456586641586507778,271870111
1456586641586507778,3825053357
1456586641586507778,62963
1456586641586507778,944287646
1342013249508827137,1456586641586507778
1342013249508827137,78841292
2840986403,246795139
2840986403,583780293
2840986403,3682802482
2840986403,144804999
2840986403,330000429
749191042872868864,151806745
749191042872868864,296752929
749191042872868864,144804999
749191042872868864,1205001530
1440395849050116101,1167123710903562240
1440395849050116101,191379610
1454892695621623809,1070798593
1454892695621623809,222099372
1454892695621623809,3104203540
1454892695621623809,15253913
1454892695621623809,215055315
1454892695621623809,142633802
1454892695621623809,2311675718
1454892695621623809,293399583
206431656,830765147803308033
206431656,5695462
206431656,3239033147
206431656,399692381
206431656,301559050
206431656,300195350
206431656,188669876
480364118,287319330
480364118,791217034357051392
480364118,4440011897
480364118,783365013297852416
480364118,911240198591336448
480364118,246795139
480364118,2989333690
480364118,296752929
480364118,429303968
480364118,2857319315
480364118,3086474291
480364118,191379610
480364118,5695462
480364118,576671296
480364118,188669876
480364118,135464815
480364118,488797368
480364118,144804999
480364118,1356218879907917825
480364118,1966455439
480364118,291827097
480364118,510071832
480364118,1524221749
480364118,151806745
480364118,2843621296
1586841115,794593414763450368
1586841115,998831507778220032
1586841115,1522901911
1586841115,3682802482
1586841115,144804999
1586841115,783234257816805376
1586841115,151806745
1586841115,993844109063442438
1586841115,2625278321
1586841115,293963889
1586841115,580145244
1586841115,188669876
65710711,776083700748578816
65710711,16948836
65710711,784026431869296640
65710711,3143096086
65710711,1337683992
65710711,15839270
65710711,934365701888008193
65710711,241612740
65710711,227635372
65710711,207473088
65710711,947451565
65710711,250582141
65710711,523194347
65710711,62963
65710711,5695462
65710711,188669876
65710711,135464815
65710711,1230425946534170624
65710711,144804999
65710711,31487056
65710711,180868554
65710711,215696372
65710711,285054847
65710711,300195350
65710711,48468822
65710711,510071832
65710711,224710971
65710711,2354591678
65710711,188853424
65710711,10737182
65710711,46247496
65710711,151806745
65710711,103299172
65710711,100067629
65710711,101252805
65710711,6446432
1459313768652066821,1230425946534170624
1459313768652066821,135464815
997421654493093888,510071832
997421654493093888,207641816
997421654493093888,2354591678
997421654493093888,1531990004
997421654493093888,251149713
997421654493093888,144804999
997421654493093888,102930571
997421654493093888,1205001530
997421654493093888,3143096086
997421654493093888,1064155194
997421654493093888,4440011897
997421654493093888,2843621296
997421654493093888,2857319315
997421654493093888,2796046803
997421654493093888,3086474291
997421654493093888,3003134284
997421654493093888,291827097
1456587563611959297,1230425946534170624
1456587563611959297,934365701888008193
1456587563611959297,2354591678
1456587563611959297,144804999
1456587563611959297,3143096086
1456587563611959297,314458683
1456587563611959297,791217034357051392
1456587563611959297,1006493956325216256
1456587563611959297,2843621296
1456587563611959297,1117547816128266242
1456587563611959297,293963889
1456587563611959297,2294113730
1456587563611959297,1966455439
1456587563611959297,4897204209
2644025974,296197591
2644025974,882216498
2644025974,1522901911
2644025974,974852503
2644025974,4119636353
2644025974,2674921
2644025974,47927725
2644025974,151806745
2644025974,3010529230
2644025974,235346355
2644025974,38049355
2644025974,3128972751
2644025974,539879851
2644025974,799643836788146180
2644025974,1352765612
1227050234452303875,188669876
1227050234452303875,934365701888008193
1227050234452303875,1522901911
1227050234452303875,1011876784340717568
1227050234452303875,1215613665535315968
1227050234452303875,144804999
1227050234452303875,755190012
1227050234452303875,911240198591336448
1227050234452303875,5695462
1227050234452303875,4897204209
1061945842960076800,1018431057551609856
1061945842960076800,2354591678
1061945842960076800,144804999
1061945842960076800,3143096086
1061945842960076800,432659508
1061945842960076800,246751440
1356218879907917825,480364118
1356218879907917825,287319330
1356218879907917825,1524221749
1356218879907917825,296752929
1356218879907917825,144804999
1356218879907917825,752096191509327872
1356218879907917825,4440011897
1356218879907917825,2843621296
1356218879907917825,2857319315
1356218879907917825,3086474291
1356218879907917825,1966455439
1356218879907917825,188669876
1356218879907917825,291827097
2353038368,296752929
1090218930323578883,3239033147
1090218930323578883,304915291
723255728618786817,246795139
723255728618786817,479789280
723255728618786817,1242512556499046402
723255728618786817,296752929
723255728618786817,144804999
723255728618786817,4293842962
723255728618786817,1466150851110658055
723255728618786817,1062079166185721856
723255728618786817,3429751360
723255728618786817,1346962628036317185
723255728618786817,293963889
723255728618786817,725214703081934849
99913091,841974223455281153
99913091,794593414763450368
99913091,3087184443
99913091,102930571
99913091,2325359208
99913091,864160402258747392
99913091,4440011897
99913091,1035369972
99913091,3143096086
99913091,783365013297852416
99913091,911240198591336448
99913091,828863719434235904
99913091,222220616
99913091,198921283
99913091,312914921
99913091,732441379763191808
99913091,934365701888008193
99913091,1011876784340717568
99913091,1413886358
99913091,2989333690
99913091,862771220
99913091,199033644
99913091,145990349
99913091,2857319315
99913091,784407772393865217
99913091,3825053357
99913091,3086474291
99913091,71510899
99913091,188669876
99913091,719075593
99913091,998831507778220032
99913091,583780293
99913091,48363966
99913091,834010392733089792
99913091,3682802482
99913091,33173981
99913091,78841292
99913091,1064155194
99913091,533143184
99913091,144804999
99913091,772917310080290816
99913091,478510248
99913091,215696372
99913091,2625278321
99913091,2796046803
99913091,988582586
99913091,122056967
99913091,856447539066933248
99913091,729406845186658304
99913091,510071832
99913091,81663237
99913091,313139818
99913091,1196179965278117888
99913091,1522901911
99913091,2354591678
99913091,151214860
99913091,1215613665535315968
99913091,1341543278
99913091,2231373823
99913091,151806745
99913091,2843621296
99913091,293963889
99913091,1013731572007260162
99913091,1326458935851806721
1185914381965680640,296752929
1185914381965680640,144804999
1185914381965680640,1440395849050116101
1185914381965680640,191379610
1185914381965680640,188669876
1333783698257416192,2325359208
1333783698257416192,4440011897
1333783698257416192,828863719434235904
1333783698257416192,312914921
1333783698257416192,1418153141439279106
1333783698257416192,2857319315
1333783698257416192,3825053357
1333783698257416192,188669876
1333783698257416192,1232949311702519809
1333783698257416192,3052960894
1333783698257416192,998831507778220032
1333783698257416192,3682802482
1333783698257416192,144804999
1333783698257416192,1064155194
1333783698257416192,478510248
1333783698257416192,729406845186658304
1333783698257416192,291827097
1333783698257416192,151214860
1333783698257416192,1205001530
1333783698257416192,151806745
1423282211411750914,1004279869
1423282211411750914,953555663682228224
1423282211411750914,3017664915
1423282211411750914,182307309
1423282211411750914,783584842277609472
1423282211411750914,784407772393865217
1423282211411750914,102027912
1423282211411750914,282194974
1423282211411750914,580145244
1423282211411750914,300195350
1423282211411750914,18197477
1423282211411750914,188669876
1006493956325216256,16948836
1006493956325216256,266508103
1006493956325216256,791217034357051392
1006493956325216256,43516704
1006493956325216256,281012010
1006493956325216256,1337683992
1006493956325216256,228283189
1006493956325216256,282270190
1006493956325216256,246795139
1006493956325216256,113021258
1006493956325216256,934365701888008193
1006493956325216256,227635372
1006493956325216256,1011876784340717568
1006493956325216256,1413886358
1006493956325216256,145990349
1006493956325216256,804206450
1006493956325216256,62963
1006493956325216256,71510899
1006493956325216256,3052960894
1006493956325216256,1230425946534170624
1006493956325216256,998831507778220032
1006493956325216256,105829551
1006493956325216256,583780293
1006493956325216256,3682802482
1006493956325216256,144804999
1006493956325216256,481033240
1006493956325216256,182976910
1006493956325216256,122056967
1006493956325216256,729406845186658304
1006493956325216256,702141238661791744
1006493956325216256,510071832
1006493956325216256,1522901911
1006493956325216256,151214860
1006493956325216256,2354591678
1006493956325216256,2822709033
1006493956325216256,2912279032
1006493956325216256,1205001530
1006493956325216256,2843621296
1006493956325216256,2226040192
1006493956325216256,1490616498506932228
1006493956325216256,890224473399578624
77790153,225919286
77790153,323146412
77790153,2325359208
77790153,783365013297852416
77790153,2528079138
77790153,251149713
77790153,296752929
77790153,1240591329052299266
77790153,3825053357
77790153,3086474291
77790153,188669876
77790153,3682802482
77790153,144804999
77790153,303888496
77790153,1966455439
77790153,291827097
77790153,510071832
77790153,2354591678
77790153,1205001530
77790153,846732445823258625
77790153,2843621296
77790153,293963889
544149257,895295311
544149257,296752929
544149257,144804999
544149257,729272151874916352
844160005,277527143
844160005,934365701888008193
844160005,3017664915
844160005,313139818
844160005,3239033147
844160005,826361746617200672
844160005,791217034357051392
844160005,783234257816805376
844160005,783584842277609472
844160005,1214482041267531776
844160005,1367493018169786368
844160005,188669876
1427701951869894661,144804999
1103265746250022913,122056967
1103265746250022913,151806745
1103265746250022913,144804999
1103265746250022913,3682802482
1212920307289182208,225919286
1212920307289182208,240836165
1212920307289182208,3143096086
1212920307289182208,2325359208
1212920307289182208,783365013297852416
1212920307289182208,4440011897
1212920307289182208,189146164
1212920307289182208,2989333690
1212920307289182208,145990349
1212920307289182208,2857319315
1212920307289182208,804206450
1212920307289182208,3825053357
1212920307289182208,3086474291
1212920307289182208,188669876
1212920307289182208,3052960894
1212920307289182208,1536751100
1212920307289182208,1175796585554427904
1212920307289182208,3682802482
1212920307289182208,144804999
1212920307289182208,478510248
1212920307289182208,949476402
1212920307289182208,856447539066933248
1212920307289182208,291827097
1212920307289182208,510071832
1212920307289182208,2354591678
1212920307289182208,1205001530
1212920307289182208,2843621296
1212920307289182208,2182034635
1212920307289182208,2204697338
1212920307289182208,1013731572007260162
1212920307289182208,87695639
810175032550969344,803356460788944896
810175032550969344,4201898854
810175032550969344,144804999
810175032550969344,1931136692
1341407957775495170,246795139
1341407957775495170,5695462
1341407957775495170,144804999
1341407957775495170,62963
1341407957775495170,282270190
1341407957775495170,188669876
323307053,862771220
237490737,246795139
237490737,258291924
237490737,200680726
237490737,296752929
237490737,144804999
237490737,367958201
237490737,138416397
237490737,822912355
237490737,555879976
237490737,296230484
237490737,3709008797
237490737,15658321
237490737,1966455439
237490737,193908890
275210909,409642351
275210909,312914921
275210909,296197591
275210909,1041951770992418817
275210909,284039028
275210909,2674921
275210909,373614015
275210909,437604079
275210909,112506280
275210909,1651173848
3104203540,3216089049
3104203540,1066233647202803713
3104203540,1041951770992418817
3104203540,1022443926693785600
3104203540,2408830485
3104203540,215055315
3104203540,142633802
3104203540,1006493956325216256
3104203540,2311675718
3104203540,1070798593
3104203540,74844008
3104203540,4119636353
3104203540,1413886358
3104203540,260171666
3104203540,429303968
3104203540,471295032
3104203540,1057204340442755072
3104203540,8087392
3104203540,190259545
3104203540,222099372
3104203540,90661080
3104203540,3347273445
3104203540,225781174
3104203540,473067456
3104203540,18197477
1416313976045150208,2623910867
1416313976045150208,144804999
340181125,113021258
340181125,246795139
340181125,1167123710903562240
340181125,1966455439
340181125,3239033147
340181125,296752929
340181125,144804999
340181125,62963
340181125,3682802482
340181125,2843621296
340181125,1269573580020465668
340181125,4885691
340181125,3952123887
340181125,1099963638041976832
340181125,6446432
208205434,246795139
208205434,144804999
208205434,62963
208205434,122056967
208205434,5695462
208205434,188669876
552220617,702141238661791744
552220617,934365701888008193
552220617,16948836
552220617,5695462
552220617,3239033147
552220617,783584842277609472
552220617,62963
552220617,144804999
552220617,791217034357051392
552220617,1006493956325216256
552220617,2204697338
552220617,10737182
552220617,2857319315
552220617,183706311
552220617,102027912
552220617,1214482041267531776
552220617,1099963638041976832
552220617,188669876
1245800694906531843,191379610
1245800694906531843,144804999
601278379,144804999
601278379,784026431869296640
91178719,1154553722
91178719,583780293
91178719,282665357
91178719,102930571
91178719,303888496
91178719,144804999
91178719,478510248
91178719,243395803
91178719,329160882
91178719,1427460212
91178719,384022720
91178719,209075024
91178719,2843621296
91178719,783365013297852416
91178719,856447539066933248
91178719,4897204209
91178719,8087392
1304804199427985408,2843621296
1140251319242018817,296701451
1140251319242018817,1111963713748258816
1140251319242018817,860091357100216320
1140251319242018817,296752929
1140251319242018817,144804999
1140251319242018817,1371661483
1140251319242018817,271870111
1140251319242018817,288680850
1611188178,246795139
1611188178,225919286
1611188178,5695462
1611188178,118748532
1611188178,144804999
1611188178,62963
1611188178,135464815
296845416,296752929
296845416,144804999
341955156,62963
964195560424198145,1070798593
964195560424198145,246795139
964195560424198145,930364182771503104
964195560424198145,376044283
964195560424198145,1427460212
1446625734521462787,1167123710903562240
1446625734521462787,783584842277609472
1446625734521462787,228283189
1446625734521462787,1420440327161360386
1446625734521462787,246795139
1446625734521462787,1025532081726783490
1446625734521462787,810207985536565248
1446625734521462787,182307309
1446625734521462787,860091357100216320
1446625734521462787,296752929
1446625734521462787,5695462
1446625734521462787,191379610
1446625734521462787,188669876
1446625734521462787,135464815
1446625734521462787,2361339019
1446625734521462787,1230143293234778112
1446625734521462787,144804999
1446625734521462787,2166781218
1446625734521462787,102027912
1446625734521462787,2758666420
1446625734521462787,1206059172
1031268206722334720,1167123710903562240
1031268206722334720,225919286
1031268206722334720,718549401019531264
1031268206722334720,748896091266027521
1031268206722334720,228283189
1031268206722334720,282270190
1031268206722334720,1083433608864509952
1031268206722334720,219698914
1031268206722334720,246795139
1031268206722334720,296752929
1031268206722334720,1023868982879834113
1031268206722334720,5695462
1031268206722334720,580145244
1031268206722334720,62963
1031268206722334720,188669876
1031268206722334720,2759337313
1031268206722334720,135464815
1031268206722334720,144804999
1031268206722334720,1966455439
1031268206722334720,118748532
1031268206722334720,311120836
1350126660880896000,1013731572007260162
1350126660880896000,144804999
1350126660880896000,478510248
1350126660880896000,4440011897
1350126660880896000,783365013297852416
1350126660880896000,911240198591336448
1350126660880896000,293963889
1350126660880896000,856447539066933248
1350126660880896000,291827097
74844008,3216089049
74844008,3104203540
74844008,1006302601049182208
74844008,1258185154515947522
74844008,2408830485
74844008,974852503
74844008,102930571
74844008,215055315
74844008,376044283
74844008,1006493956325216256
74844008,2311675718
74844008,573445160
74844008,1002942967299133440
74844008,228283189
74844008,2294113730
74844008,1070798593
74844008,2364433092
74844008,934365701888008193
74844008,76937295
74844008,4119636353
74844008,2674921
74844008,1413886358
74844008,260171666
74844008,1427460212
74844008,429303968
74844008,2857319315
74844008,188669876
74844008,8087392
74844008,1057204340442755072
74844008,3052960894
74844008,222099372
74844008,296197591
74844008,998831507778220032
74844008,885148590309552128
74844008,882216498
74844008,3017664915
74844008,3347273445
74844008,958262726291226624
74844008,904122409
74844008,144804999
74844008,215696372
74844008,1371661483
74844008,3148542527
74844008,271870111
74844008,988582586
74844008,799643836788146180
74844008,510071832
74844008,1215613665535315968
74844008,432381959
74844008,151806745
